ko	pathway_id	pathway_name
K02048	path:map00920;path:ko00920;path:map02010;path:ko02010	Sulfur metabolism;Sulfur metabolism;ABC transporters;ABC transporters
K02046	path:map00920;path:ko00920;path:map02010;path:ko02010	Sulfur metabolism;Sulfur metabolism;ABC transporters;ABC transporters
K02045	path:map00920;path:ko00920;path:map02010;path:ko02010	Sulfur metabolism;Sulfur metabolism;ABC transporters;ABC transporters
K06988		
K09017		
K11712	path:map02020;path:ko02020	Two-component system;Two-component system
K19222	path:map00130;path:ko00130;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01240;path:ko01240	Ubiquinone and other terpenoid-quinone biosynthesis;Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of cofactors
K00798	path:map00860;path:ko00860;path:map01100;path:ko01100;path:map01240;path:ko01240	Porphyrin metabolism;Porphyrin metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K00102	path:map00620;path:ko00620;path:map01100;path:ko01100	Pyruvate metabolism;Pyruvate metabolism;Metabolic pathways;Metabolic pathways
K21429		
K03497		
K11250		
K03501		
K03495		
K17686	path:map01524;path:ko01524;path:map04016;path:ko04016;path:map04978;path:ko04978	Platinum drug resistance;Platinum drug resistance;MAPK signaling pathway - plant;MAPK signaling pathway - plant;Mineral absorption;Mineral absorption
K07213	path:map04978;path:ko04978	Mineral absorption;Mineral absorption
K19591		
K07663	path:map02020;path:ko02020	Two-component system;Two-component system
K07641	path:map02020;path:ko02020	Two-component system;Two-component system
K01420		
K02054	path:map02024;path:ko02024	Quorum sensing;Quorum sensing
K16841	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01120;path:ko01120	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K03554		
K03610		
K03609		
K03608		
K07226	path:map00860;path:ko00860;path:map01110;path:ko01110	Porphyrin metabolism;Porphyrin metabolism;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K02518		
K13875	path:map00053;path:ko00053;path:map01100;path:ko01100	Ascorbate and aldarate metabolism;Ascorbate and aldarate metabolism;Metabolic pathways;Metabolic pathways
K10548	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10547	path:map02010;path:ko02010	ABC transporters;ABC transporters
K13876	path:map00053;path:ko00053;path:map01100;path:ko01100	Ascorbate and aldarate metabolism;Ascorbate and aldarate metabolism;Metabolic pathways;Metabolic pathways
K22187	path:map00040;path:ko00040;path:map01100;path:ko01100	Pentose and glucuronate interconversions;Pentose and glucuronate interconversions;Metabolic pathways;Metabolic pathways
K10546	path:map02010;path:ko02010	ABC transporters;ABC transporters
K01725	path:map00910;path:ko00910;path:map01100;path:ko01100	Nitrogen metabolism;Nitrogen metabolism;Metabolic pathways;Metabolic pathways
K01626	path:map00400;path:ko00400;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230;path:map02024;path:ko02024	Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids;Quorum sensing;Quorum sensing
K07454		
K03972		
K24915		
K07407	path:map00052;path:ko00052;path:map00561;path:ko00561;path:map00600;path:ko00600;path:map00603;path:ko00603;path:map01100;path:ko01100	Galactose metabolism;Galactose metabolism;Glycerolipid metabolism;Glycerolipid metabolism;Sphingolipid metabolism;Sphingolipid metabolism;Glycosphingolipid biosynthesis - globo and isoglobo series;Glycosphingolipid biosynthesis - globo and isoglobo series;Metabolic pathways;Metabolic pathways
K10191	path:map02010;path:ko02010	ABC transporters;ABC transporters
K01190	path:map00052;path:ko00052;path:map00511;path:ko00511;path:map00600;path:ko00600;path:map01100;path:ko01100	Galactose metabolism;Galactose metabolism;Other glycan degradation;Other glycan degradation;Sphingolipid metabolism;Sphingolipid metabolism;Metabolic pathways;Metabolic pathways
K10190	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10189	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10188	path:map02010;path:ko02010	ABC transporters;ABC transporters
K03892		
K03741		
K00537		
K11811		
K25587		
K07787	path:map02020;path:ko02020	Two-component system;Two-component system
K07644	path:map02020;path:ko02020	Two-component system;Two-component system
K03101	path:map03060;path:ko03060	Protein export;Protein export
K07152		
K01534		
K02470		
K02338	path:map03030;path:ko03030;path:map03430;path:ko03430;path:map03440;path:ko03440	DNA replication;DNA replication;Mismatch repair;Mismatch repair;Homologous recombination;Homologous recombination
K02313	path:map02020;path:ko02020;path:map04112;path:ko04112	Two-component system;Two-component system;Cell cycle - Caulobacter;Cell cycle - Caulobacter
K03536		
K08998		
K03217	path:map02024;path:ko02024;path:map03060;path:ko03060;path:map03070;path:ko03070	Quorum sensing;Quorum sensing;Protein export;Protein export;Bacterial secretion system;Bacterial secretion system
K03650		
K00759	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01232;path:ko01232	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism
K03455		
K06041	path:map00540;path:ko00540;path:map01100;path:ko01100;path:map01250;path:ko01250	Lipopolysaccharide biosynthesis;Lipopolysaccharide biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
K03270	path:map00540;path:ko00540;path:map01100;path:ko01100;path:map01250;path:ko01250	Lipopolysaccharide biosynthesis;Lipopolysaccharide biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
K09930		
K09761		
K07102	path:map00520;path:ko00520;path:map01100;path:ko01100;path:map01250;path:ko01250	Amino sugar and nucleotide sugar metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
K04744		
K03771		
K02528		
K00029	path:map00620;path:ko00620;path:map00710;path:ko00710;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map03320;path:ko03320	Pyruvate metabolism;Pyruvate metabolism;Carbon fixation in photosynthetic organisms;Carbon fixation in photosynthetic organisms;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;PPAR signaling pathway;PPAR signaling pathway
K05297	path:map00071;path:ko00071	Fatty acid degradation;Fatty acid degradation
K07552		
K01262		
K00992	path:map00520;path:ko00520;path:map01100;path:ko01100;path:map01250;path:ko01250	Amino sugar and nucleotide sugar metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
K00615	path:map00030;path:ko00030;path:map00710;path:ko00710;path:map01051;path:ko01051;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01230;path:ko01230	Pentose phosphate pathway;Pentose phosphate pathway;Carbon fixation in photosynthetic organisms;Carbon fixation in photosynthetic organisms;Biosynthesis of ansamycins;Biosynthesis of ansamycins;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K00134	path:map00010;path:ko00010;path:map00710;path:ko00710;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01230;path:ko01230;path:map04066;path:ko04066;path:map05010;path:ko05010;path:map05130;path:ko05130;path:map05132;path:ko05132;path:map05415;path:ko05415	Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis;Carbon fixation in photosynthetic organisms;Carbon fixation in photosynthetic organisms;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids;HIF-1 signaling pathway;HIF-1 signaling pathway;Alzheimer disease;Alzheimer disease;Pathogenic Escherichia coli infection;Pathogenic Escherichia coli infection;Salmonella infection;Salmonella infection;Diabetic cardiomyopathy;Diabetic cardiomyopathy
K03453		
K05786		
K01826	path:map00350;path:ko00350;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01220;path:ko01220	Tyrosine metabolism;Tyrosine metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Degradation of aromatic compounds
K07178	path:map03008;path:ko03008	Ribosome biogenesis in eukaryotes;Ribosome biogenesis in eukaryotes
K07005		
K24967		
K01443	path:map00520;path:ko00520;path:map01100;path:ko01100	Amino sugar and nucleotide sugar metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Metabolic pathways
K10117	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10118	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10119	path:map02010;path:ko02010	ABC transporters;ABC transporters
K18676	path:map00520;path:ko00520;path:map01100;path:ko01100	Amino sugar and nucleotide sugar metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Metabolic pathways
K01792	path:map00010;path:ko00010;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120	Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K01990		
K03169		
K03524	path:map00780;path:ko00780;path:map01100;path:ko01100	Biotin metabolism;Biotin metabolism;Metabolic pathways;Metabolic pathways
K03553	path:map03440;path:ko03440	Homologous recombination;Homologous recombination
K03565		
K01903	path:map00020;path:ko00020;path:map00640;path:ko00640;path:map00660;path:ko00660;path:map00720;path:ko00720;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200	Citrate cycle (TCA cycle);Citrate cycle (TCA cycle);Propanoate metabolism;Propanoate metabolism;C5-Branched dibasic acid metabolism;C5-Branched dibasic acid metabolism;Carbon fixation pathways in prokaryotes;Carbon fixation pathways in prokaryotes;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism
K01902	path:map00020;path:ko00020;path:map00640;path:ko00640;path:map00660;path:ko00660;path:map00720;path:ko00720;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200	Citrate cycle (TCA cycle);Citrate cycle (TCA cycle);Propanoate metabolism;Propanoate metabolism;C5-Branched dibasic acid metabolism;C5-Branched dibasic acid metabolism;Carbon fixation pathways in prokaryotes;Carbon fixation pathways in prokaryotes;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism
K01423		
K08972		
K06938		
K01756	path:map00230;path:ko00230;path:map00250;path:ko00250;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01232;path:ko01232;path:map01240;path:ko01240	Purine metabolism;Purine metabolism;Alanine, aspartate and glutamate metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Nucleotide metabolism;Nucleotide metabolism;Biosynthesis of cofactors;Biosynthesis of cofactors
K21345	path:map00540;path:ko00540;path:map01100;path:ko01100;path:map01250;path:ko01250	Lipopolysaccharide biosynthesis;Lipopolysaccharide biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
K00982		
K11206		
K21703		
K01820	path:map00040;path:ko00040;path:map00051;path:ko00051;path:map01100;path:ko01100;path:map01120;path:ko01120	Pentose and glucuronate interconversions;Pentose and glucuronate interconversions;Fructose and mannose metabolism;Fructose and mannose metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K10559	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10562	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10560	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10561	path:map02010;path:ko02010	ABC transporters;ABC transporters
K04090		
K03210	path:map02024;path:ko02024;path:map03060;path:ko03060;path:map03070;path:ko03070	Quorum sensing;Quorum sensing;Protein export;Protein export;Bacterial secretion system;Bacterial secretion system
K03072	path:map03060;path:ko03060;path:map03070;path:ko03070	Protein export;Protein export;Bacterial secretion system;Bacterial secretion system
K03074	path:map03060;path:ko03060;path:map03070;path:ko03070	Protein export;Protein export;Bacterial secretion system;Bacterial secretion system
K26605		
K26606		
K00873	path:map00010;path:ko00010;path:map00620;path:ko00620;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01230;path:ko01230;path:map04922;path:ko04922;path:map04930;path:ko04930;path:map05165;path:ko05165;path:map05203;path:ko05203;path:map05230;path:ko05230	Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis;Pyruvate metabolism;Pyruvate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids;Glucagon signaling pathway;Glucagon signaling pathway;Type II diabetes mellitus;Type II diabetes mellitus;Human papillomavirus infection;Human papillomavirus infection;Viral carcinogenesis;Viral carcinogenesis;Central carbon metabolism in cancer;Central carbon metabolism in cancer
